taxon_name,plant_growth_form,woodiness_detailed,life_history,references
Macadamia jansenii,tree,woody,perennial,scraped from online flora: species
Macadamia ternifolia,tree,woody,perennial,scraped from online flora: species
Macadamia tetraphylla,tree,woody,perennial,scraped from online flora: species
Macaranga dallachyana,tree,woody,perennial,"taxon revision; taxonomic species description: species - Cooper & Cooper 2013, Australian rainforest fruits, CSIRO Publishing."
Macaranga inamoena,shrub tree,woody,perennial,scraped from online flora: species - Lucid
Macaranga involucrata,tree,woody,perennial,scraped from online flora: species
Macaranga polyadenia,tree,woody,perennial,"taxon revision; taxonomic species description: species - Cooper & Cooper 2013, Australian rainforest fruits, CSIRO Publishing."
Macaranga subdentata,tree,woody,perennial,"taxon revision; taxonomic species description: species - Cooper & Cooper 2013, Australian rainforest fruits, CSIRO Publishing."
Macaranga tanarius,shrub tree,woody,perennial,scraped from online flora: species
Macarthuria apetala,herb shrub,herbaceous woody,perennial,scraped from online flora: species - WA
Macarthuria australis,shrub,woody,perennial,scraped from online flora: species - WA
Macarthuria complanata,herb subshrub,herbaceous,perennial,scraped from online flora: species - FoA
Macarthuria ephedroides,herb subshrub,herbaceous,perennial,scraped from online flora: species - FoA
Macarthuria georgeana,herb shrub,herbaceous woody,perennial,scraped from online flora: species - WA
Macarthuria intricata,shrub,woody,perennial,scraped from online flora: species - WA
Macarthuria keigheryi,herb shrub,herbaceous woody,perennial,scraped from online flora: species - WA
Macarthuria neocambrica,herb,herbaceous,perennial,scraped from online flora: species - PlantNet
Macarthuria vertex,herb shrub,herbaceous woody,perennial,scraped from online flora: species - WA
Macgregoria racemigera,herb,herbaceous,annual,scraped from online flora: species
Machaerina acuta,graminoid,herbaceous,perennial,scraped from online flora: species
Machaerina arthrophylla,graminoid,herbaceous,perennial,scraped from online flora: species
Machaerina insularis,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Machaerina johnsonii,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Machaerina juncea,graminoid,herbaceous,perennial,scraped from online flora: species
Machaerina laxa,graminoid,herbaceous,perennial,scraped from online flora: species
Machaerina muelleri,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Machaerina nuda,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Machaerina planifolia,graminoid,herbaceous,perennial,scraped from online flora: species
Machaerina preissii,graminoid,herbaceous,perennial,scraped from online flora: species
Machaerina rubiginosa,graminoid,herbaceous,perennial,scraped from online flora: species
Machaerina sp. Blackwood (R.Davis 7681),graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Machaerina teretifolia,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Machaerina tetragona,graminoid,herbaceous,perennial,scraped from online flora: species
Machaerina vaginalis,graminoid,herbaceous,perennial,scraped from online flora: species
Mackinlaya confusa,shrub,woody,perennial,scraped from online flora: species - Lucid
Mackinlaya macrosciadea,shrub,woody,perennial,scraped from online flora: species - Lucid
Maclura cochinchinensis,climber_woody shrub,woody,perennial,scraped from online flora: species
Maclura pomifera,shrub tree,woody,perennial,scraped from online flora: species
Macropidia fuliginosa,herb,herbaceous,perennial,scraped from online flora: species
Macropteranthes fitzalanii,shrub tree,woody,perennial,scraped from online flora: species
Macropteranthes kekwickii,shrub,woody,perennial,scraped from online flora: species
Macropteranthes leichhardtii,shrub,woody,perennial,scraped from online flora: species
Macropteranthes leiocaulis,shrub tree,woody,perennial,scraped from online flora: species
Macropteranthes montana,shrub tree,woody,perennial,scraped from online flora: species
